index,contact,day,month,duration,campaign,pdays,pdays_d,previous,poutcome,y
6410,cellular,28,aug,27.0,10,-1,-1,0,unknown,no
6411,cellular,6,may,258.0,9,-1,-1,0,unknown,no
6412,cellular,6,may,267.0,1,-1,-1,0,unknown,no
6413,cellular,6,may,59.0,1,167,167,1,failure,no
6414,cellular,6,may,37.0,2,-1,-1,0,unknown,no
6415,telephone,6,may,186.0,1,-1,-1,0,unknown,no
6416,cellular,6,may,333.0,1,-1,-1,0,unknown,no
6417,cellular,6,may,37.0,1,-1,-1,0,unknown,no
6418,cellular,6,may,225.0,2,-1,-1,0,unknown,no
6419,cellular,6,may,45.0,1,-1,-1,0,unknown,no
6420,cellular,6,may,17.0,3,169,169,2,failure,no
6421,cellular,6,may,156.0,1,-1,-1,0,unknown,no
6422,cellular,6,may,1079.0,3,-1,-1,0,unknown,no
6423,cellular,6,may,94.0,1,-1,-1,0,unknown,no
6424,cellular,6,may,68.0,1,363,363,1,failure,no
6425,cellular,28,aug,203.0,4,-1,-1,0,unknown,no
6426,cellular,6,may,161.0,1,337,337,1,failure,no
6427,cellular,6,may,199.0,1,358,358,1,failure,no
6428,cellular,6,may,60.0,1,272,272,3,failure,no
6429,cellular,6,may,64.0,2,364,364,3,failure,no
6430,cellular,6,may,473.0,1,358,358,2,other,no
6431,cellular,6,may,244.0,1,359,359,3,failure,no
6432,cellular,6,may,410.0,1,-1,-1,0,unknown,no
6433,cellular,20,apr,20.0,4,-1,-1,0,unknown,no
6434,cellular,6,may,116.0,1,-1,-1,0,unknown,no
6435,telephone,6,may,44.0,1,-1,-1,0,unknown,no
6436,cellular,6,may,234.0,1,-1,-1,0,unknown,no
6437,cellular,6,may,339.0,1,362,362,1,failure,no
6438,telephone,28,aug,19.0,13,-1,-1,0,unknown,no
6439,cellular,6,may,205.0,1,351,351,2,failure,no
6440,cellular,6,may,124.0,1,167,167,3,failure,no
6441,cellular,6,may,226.0,1,363,363,3,other,no
6442,cellular,6,may,143.0,1,-1,-1,0,unknown,no
6443,cellular,28,aug,1037.0,7,-1,-1,0,unknown,no
6444,cellular,6,may,181.0,1,-1,-1,0,unknown,no
6445,cellular,6,may,96.0,2,295,295,5,failure,no
6446,cellular,6,may,158.0,1,167,167,1,success,no
6447,cellular,6,may,164.0,5,-1,-1,0,unknown,no
6448,cellular,6,may,236.0,1,-1,-1,0,unknown,no
6449,cellular,20,nov,290.0,1,-1,-1,0,unknown,no
6450,cellular,6,may,158.0,2,-1,-1,0,unknown,no
6451,cellular,28,aug,17.0,19,-1,-1,0,unknown,no
6452,cellular,6,may,159.0,1,-1,-1,0,unknown,no
6453,cellular,6,may,338.0,4,-1,-1,0,unknown,no
6454,cellular,6,may,159.0,1,-1,-1,0,unknown,no
6455,telephone,28,aug,85.0,24,-1,-1,0,unknown,no
6456,cellular,6,may,315.0,1,281,281,15,other,no
6457,cellular,6,may,198.0,1,-1,-1,0,unknown,no
6458,cellular,6,may,118.0,1,-1,-1,0,unknown,no
6459,cellular,6,may,124.0,1,-1,-1,0,unknown,no
6460,cellular,6,may,159.0,1,343,343,2,failure,no
6461,cellular,6,may,477.0,2,-1,-1,0,unknown,no
6462,cellular,6,may,265.0,1,-1,-1,0,unknown,no
6463,cellular,20,apr,23.0,6,-1,-1,0,unknown,no
6464,cellular,6,may,221.0,1,-1,-1,0,unknown,no
6465,cellular,6,may,837.0,1,-1,-1,0,unknown,yes
6466,cellular,20,nov,,1,185,185,2,failure,no
6467,cellular,20,apr,93.0,3,329,329,7,failure,no
6468,cellular,6,may,285.0,2,254,254,14,other,no
6469,cellular,6,may,29.0,1,356,356,2,failure,no
6470,cellular,6,may,585.0,2,296,296,2,failure,no
6471,cellular,20,nov,628.0,1,-1,-1,0,unknown,yes
6472,cellular,28,aug,14.0,8,-1,-1,0,unknown,no
6473,cellular,28,aug,77.0,4,-1,-1,0,unknown,no
6474,cellular,6,may,184.0,2,323,323,1,failure,no
6475,cellular,6,may,128.0,1,350,350,1,failure,no
6476,cellular,6,may,44.0,4,-1,-1,0,unknown,no
6477,cellular,6,may,282.0,4,-1,-1,0,unknown,no
6478,cellular,6,may,114.0,1,287,287,8,failure,no
6479,cellular,6,may,231.0,1,363,363,1,failure,no
6480,cellular,6,may,839.0,2,188,188,1,success,yes
6481,cellular,6,may,17.0,1,-1,-1,0,unknown,no
6482,cellular,28,aug,81.0,10,-1,-1,0,unknown,no
6483,cellular,6,may,146.0,1,272,272,2,failure,no
6484,cellular,6,may,107.0,1,-1,-1,0,unknown,no
6485,cellular,6,may,296.0,1,-1,-1,0,unknown,no
6486,cellular,6,may,364.0,4,-1,-1,0,unknown,no
6487,cellular,6,may,208.0,1,344,344,2,other,no
6488,cellular,6,may,84.0,1,282,282,4,failure,no
6489,cellular,6,may,378.0,1,-1,-1,0,unknown,no
6490,telephone,6,may,39.0,1,363,363,2,failure,no
6491,telephone,6,may,10.0,1,-1,-1,0,unknown,no
6492,cellular,6,may,33.0,1,-1,-1,0,unknown,no
6493,cellular,6,may,66.0,2,-1,-1,0,unknown,no
6494,cellular,6,may,20.0,1,342,342,1,failure,no
6495,telephone,6,may,217.0,1,169,169,5,failure,no
6496,cellular,6,may,193.0,1,-1,-1,0,unknown,no
6497,cellular,6,may,611.0,1,183,183,1,failure,yes
6498,cellular,6,may,155.0,5,-1,-1,0,unknown,no
6499,cellular,6,may,318.0,1,-1,-1,0,unknown,no
6500,cellular,28,aug,82.0,4,-1,-1,0,unknown,no
6501,cellular,6,may,219.0,2,-1,-1,0,unknown,no
6502,cellular,6,may,413.0,1,294,294,1,other,no
6503,cellular,28,aug,82.0,7,-1,-1,0,unknown,no
6504,cellular,6,may,1205.0,1,-1,-1,0,unknown,yes
6505,cellular,6,may,211.0,1,288,288,5,success,no
6506,cellular,6,may,984.0,1,343,343,4,failure,yes
6507,telephone,20,nov,30.0,1,-1,-1,0,unknown,no
6508,cellular,6,may,274.0,1,-1,-1,0,unknown,no
6509,cellular,20,nov,231.0,1,-1,-1,0,unknown,no
6510,cellular,28,aug,49.0,7,-1,-1,0,unknown,no
6511,cellular,6,may,293.0,1,351,351,2,failure,no
6512,cellular,6,may,473.0,4,-1,-1,0,unknown,no
6513,cellular,6,may,14.0,11,-1,-1,0,unknown,no
6514,cellular,6,may,219.0,1,-1,-1,0,unknown,no
6515,cellular,6,may,178.0,5,352,352,3,failure,no
6516,cellular,20,nov,106.0,2,183,183,2,failure,no
6517,telephone,28,aug,46.0,2,-1,-1,0,unknown,no
6518,cellular,6,may,343.0,3,351,351,1,failure,no
6519,cellular,6,may,403.0,4,-1,-1,0,unknown,no
6520,cellular,6,may,767.0,1,-1,-1,0,unknown,yes
6521,cellular,6,may,62.0,2,273,273,2,failure,no
6522,cellular,6,may,249.0,1,-1,-1,0,unknown,no
6523,cellular,6,may,227.0,1,-1,-1,0,unknown,no
6524,cellular,28,aug,74.0,3,-1,-1,0,unknown,no
6525,cellular,6,may,100.0,2,168,168,1,failure,no
6526,cellular,6,may,139.0,6,-1,-1,0,unknown,no
6527,cellular,28,aug,15.0,8,-1,-1,0,unknown,no
6528,cellular,6,may,142.0,2,-1,-1,0,unknown,no
6529,cellular,6,may,595.0,5,-1,-1,0,unknown,no
6530,cellular,6,may,160.0,2,-1,-1,0,unknown,no
6531,cellular,6,may,74.0,2,-1,-1,0,unknown,no
6532,cellular,6,may,401.0,1,336,336,2,failure,no
6533,cellular,6,may,100.0,1,-1,-1,0,unknown,no
6534,cellular,6,may,207.0,1,-1,-1,0,unknown,no
6535,cellular,6,may,327.0,1,280,280,6,failure,no
6536,cellular,6,may,224.0,1,363,363,1,other,no
6537,cellular,6,may,275.0,1,-1,-1,0,unknown,no
6538,cellular,6,may,65.0,1,358,358,1,failure,no
6539,cellular,6,may,207.0,1,342,342,1,failure,no
6540,telephone,20,nov,107.0,1,167,167,1,other,no
6541,cellular,6,may,197.0,1,-1,-1,0,unknown,no
6542,cellular,6,may,653.0,1,334,334,2,success,yes
6543,cellular,6,may,207.0,1,351,351,2,failure,no
6544,cellular,28,aug,49.0,15,-1,-1,0,unknown,no
6545,cellular,28,aug,36.0,3,-1,-1,0,unknown,no
6546,cellular,6,may,327.0,1,356,356,1,other,no
6547,cellular,6,may,215.0,3,280,280,3,failure,no
6548,cellular,6,may,62.0,1,-1,-1,0,unknown,no
6549,cellular,6,may,179.0,1,-1,-1,0,unknown,no
6550,cellular,28,aug,74.0,10,-1,-1,0,unknown,no
6551,cellular,6,may,345.0,1,-1,-1,0,unknown,no
6552,cellular,6,may,372.0,1,-1,-1,0,unknown,no
6553,cellular,6,may,285.0,1,288,288,17,other,no
6554,cellular,6,may,128.0,3,-1,-1,0,unknown,no
6555,cellular,6,may,26.0,1,-1,-1,0,unknown,no
6556,cellular,6,may,132.0,1,300,300,1,failure,no
6557,cellular,6,may,222.0,1,-1,-1,0,unknown,no
6558,cellular,6,may,569.0,2,-1,-1,0,unknown,no
6559,cellular,6,may,465.0,1,289,289,4,failure,no
6560,cellular,28,aug,16.0,13,-1,-1,0,unknown,no
6561,cellular,6,may,404.0,1,338,338,2,failure,no
6562,cellular,6,may,153.0,1,169,169,2,failure,no
6563,cellular,6,may,147.0,1,-1,-1,0,unknown,no
6564,cellular,6,may,128.0,1,-1,-1,0,unknown,no
6565,cellular,6,may,274.0,1,-1,-1,0,unknown,no
6566,cellular,6,may,278.0,1,-1,-1,0,unknown,no
6567,cellular,6,may,55.0,1,-1,-1,0,unknown,no
6568,cellular,6,may,101.0,1,362,362,5,other,no
6569,cellular,6,may,115.0,1,359,359,3,failure,no
6570,cellular,6,may,90.0,1,-1,-1,0,unknown,no
6571,cellular,6,may,209.0,1,321,321,1,failure,no
6572,cellular,6,may,195.0,1,-1,-1,0,unknown,no
6573,cellular,6,may,137.0,1,364,364,1,failure,no
6574,cellular,28,aug,8.0,13,-1,-1,0,unknown,no
6575,cellular,6,may,42.0,1,302,302,1,failure,no
6576,cellular,6,may,495.0,1,-1,-1,0,unknown,no
6577,cellular,6,may,305.0,1,281,281,2,failure,no
6578,cellular,6,may,151.0,1,-1,-1,0,unknown,no
6579,cellular,6,may,340.0,1,-1,-1,0,unknown,no
6580,cellular,6,may,209.0,1,-1,-1,0,unknown,no
6581,cellular,20,apr,218.0,4,-1,-1,0,unknown,no
6582,cellular,6,may,257.0,1,365,365,1,failure,no
6583,cellular,6,may,50.0,1,-1,-1,0,unknown,no
6584,cellular,6,may,503.0,2,280,280,2,failure,no
6585,cellular,6,may,954.0,1,-1,-1,0,unknown,yes
6586,cellular,6,may,403.0,1,345,345,1,failure,no
6587,cellular,6,may,106.0,1,-1,-1,0,unknown,no
6588,cellular,6,may,848.0,1,364,364,3,failure,yes
6589,cellular,28,aug,68.0,12,-1,-1,0,unknown,no
6590,cellular,6,may,304.0,1,-1,-1,0,unknown,no
6591,cellular,6,may,36.0,1,365,365,3,failure,no
6592,cellular,6,may,644.0,1,355,355,2,failure,no
6593,cellular,6,may,34.0,9,-1,-1,0,unknown,no
6594,cellular,6,may,109.0,1,-1,-1,0,unknown,no
6595,cellular,6,may,145.0,1,-1,-1,0,unknown,no
6596,cellular,6,may,72.0,1,-1,-1,0,unknown,no
6597,cellular,6,may,19.0,1,-1,-1,0,unknown,no
6598,cellular,6,may,90.0,1,345,345,1,failure,no
6599,cellular,28,aug,65.0,5,-1,-1,0,unknown,no
6600,cellular,6,may,347.0,1,-1,-1,0,unknown,no
6601,cellular,6,may,153.0,1,-1,-1,0,unknown,no
6602,cellular,6,may,208.0,1,365,365,1,failure,no
6603,cellular,6,may,530.0,1,-1,-1,0,unknown,yes
6604,cellular,6,may,174.0,1,365,365,1,failure,no
6605,cellular,28,aug,373.0,8,-1,-1,0,unknown,no
6606,cellular,6,may,120.0,1,170,170,4,failure,no
6607,cellular,6,may,50.0,1,356,356,1,failure,no
6608,cellular,6,may,457.0,1,358,358,1,other,no
6609,cellular,6,may,554.0,2,-1,-1,0,unknown,yes
6610,cellular,6,may,239.0,3,-1,-1,0,unknown,no
6611,cellular,6,may,396.0,3,-1,-1,0,unknown,yes
6612,cellular,6,may,250.0,2,-1,-1,0,unknown,no
6613,cellular,6,may,167.0,3,299,299,2,failure,no
6614,cellular,6,may,322.0,2,343,343,2,failure,no
6615,cellular,6,may,136.0,3,273,273,4,failure,no
6616,cellular,6,may,97.0,2,-1,-1,0,unknown,no
6617,cellular,6,may,206.0,2,342,342,1,failure,no
6618,cellular,6,may,281.0,2,250,250,2,failure,no
6619,telephone,6,may,62.0,4,357,357,1,failure,no
6620,cellular,6,may,183.0,2,355,355,1,failure,no
6621,cellular,27,aug,267.0,3,-1,-1,0,unknown,no
6622,cellular,6,may,487.0,2,-1,-1,0,unknown,no
6623,cellular,6,may,155.0,1,-1,-1,0,unknown,no
6624,cellular,6,may,311.0,3,364,364,1,failure,no
6625,telephone,6,may,90.0,2,-1,-1,0,unknown,no
6626,cellular,6,may,402.0,2,-1,-1,0,unknown,no
6627,cellular,6,may,22.0,2,-1,-1,0,unknown,no
6628,cellular,6,may,350.0,2,344,344,1,failure,no
6629,cellular,6,may,228.0,2,-1,-1,0,unknown,no
6630,telephone,6,may,175.0,1,-1,-1,0,unknown,no
6631,cellular,6,may,302.0,2,-1,-1,0,unknown,no
6632,cellular,6,may,222.0,2,168,168,3,failure,no
6633,cellular,6,may,133.0,1,-1,-1,0,unknown,no
6634,cellular,6,may,320.0,1,-1,-1,0,unknown,no
6635,cellular,6,may,500.0,1,-1,-1,0,unknown,no
6636,cellular,27,aug,112.0,9,-1,-1,0,unknown,no
6637,cellular,6,may,445.0,2,166,166,3,failure,yes
6638,cellular,6,may,311.0,2,341,341,2,failure,no
6639,cellular,6,may,141.0,2,-1,-1,0,unknown,no
6640,cellular,6,may,68.0,1,-1,-1,0,unknown,no
6641,cellular,6,may,346.0,1,-1,-1,0,unknown,no
6642,cellular,6,may,131.0,2,344,344,2,failure,no
6643,cellular,6,may,220.0,1,-1,-1,0,unknown,no
6644,cellular,6,may,309.0,1,363,363,4,failure,no
6645,cellular,6,may,323.0,2,364,364,1,failure,no
6646,cellular,6,may,91.0,2,-1,-1,0,unknown,no
6647,cellular,6,may,82.0,2,289,289,1,failure,no
6648,cellular,6,may,316.0,2,279,279,4,failure,no
6649,cellular,6,may,283.0,3,-1,-1,0,unknown,no
6650,cellular,6,may,133.0,1,-1,-1,0,unknown,no
6651,cellular,6,may,127.0,2,-1,-1,0,unknown,no
6652,cellular,6,may,251.0,4,289,289,2,failure,no
6653,cellular,6,may,754.0,1,-1,-1,0,unknown,yes
6654,telephone,27,aug,23.0,9,-1,-1,0,unknown,no
6655,cellular,6,may,84.0,2,169,169,3,failure,no
6656,cellular,6,may,267.0,2,-1,-1,0,unknown,no
6657,cellular,6,may,160.0,1,-1,-1,0,unknown,no
6658,cellular,6,may,116.0,2,-1,-1,0,unknown,no
6659,cellular,6,may,82.0,2,356,356,2,failure,no
6660,cellular,6,may,239.0,2,-1,-1,0,unknown,no
6661,cellular,6,may,169.0,2,-1,-1,0,unknown,no
6662,cellular,6,may,358.0,2,306,306,1,failure,no
6663,cellular,6,may,116.0,2,169,169,3,failure,no
6664,cellular,27,aug,157.0,10,-1,-1,0,unknown,no
6665,cellular,6,may,222.0,2,363,363,4,failure,no
6666,cellular,6,may,379.0,2,169,169,1,failure,no
6667,cellular,6,may,1489.0,3,-1,-1,0,unknown,yes
6668,cellular,6,may,593.0,2,281,281,4,failure,no
6669,cellular,6,may,1347.0,2,363,363,1,failure,yes
6670,cellular,27,aug,36.0,7,-1,-1,0,unknown,no
6671,cellular,6,may,69.0,2,-1,-1,0,unknown,no
6672,cellular,6,may,242.0,2,169,169,2,failure,no
6673,cellular,6,may,307.0,2,-1,-1,0,unknown,no
6674,cellular,6,may,544.0,4,-1,-1,0,unknown,no
6675,cellular,6,may,320.0,3,-1,-1,0,unknown,no
6676,cellular,6,may,129.0,3,-1,-1,0,unknown,no
6677,cellular,6,may,102.0,2,355,355,2,failure,no
6678,cellular,6,may,206.0,2,-1,-1,0,unknown,no
6679,cellular,6,may,270.0,4,366,366,2,failure,no
6680,cellular,6,may,1369.0,3,-1,-1,0,unknown,no
6681,cellular,6,may,151.0,2,-1,-1,0,unknown,no
6682,cellular,6,may,265.0,2,342,342,2,failure,no
6683,cellular,6,may,192.0,1,-1,-1,0,unknown,no
6684,cellular,27,aug,37.0,3,-1,-1,0,unknown,no
6685,cellular,6,may,103.0,3,168,168,1,failure,no
6686,cellular,6,may,765.0,1,342,342,2,failure,yes
6687,cellular,6,may,88.0,1,299,299,1,failure,no
6688,cellular,27,aug,453.0,4,-1,-1,0,unknown,no
6689,cellular,27,aug,13.0,15,-1,-1,0,unknown,no
6690,cellular,6,may,422.0,1,363,363,1,failure,no
6691,cellular,6,may,74.0,6,169,169,4,failure,no
6692,cellular,27,aug,93.0,12,-1,-1,0,unknown,no
6693,cellular,27,aug,263.0,12,-1,-1,0,unknown,no
6694,telephone,6,may,149.0,4,-1,-1,0,unknown,no
6695,cellular,27,aug,72.0,5,-1,-1,0,unknown,no
6696,cellular,27,aug,118.0,7,-1,-1,0,unknown,no
6697,cellular,27,aug,59.0,6,-1,-1,0,unknown,no
6698,cellular,6,may,70.0,3,356,356,4,other,no
6699,cellular,6,may,87.0,3,345,345,5,other,no
6700,cellular,20,nov,45.0,1,196,196,1,failure,no
6701,cellular,6,may,28.0,2,345,345,3,other,no
6702,cellular,6,may,346.0,3,356,356,2,other,no
6703,cellular,6,may,523.0,2,363,363,2,failure,no
6704,cellular,27,aug,1642.0,3,-1,-1,0,unknown,yes
6705,cellular,6,may,172.0,4,-1,-1,0,unknown,no
6706,cellular,27,aug,164.0,7,-1,-1,0,unknown,no
6707,cellular,27,aug,63.0,3,-1,-1,0,unknown,no
6708,cellular,6,may,148.0,1,-1,-1,0,unknown,no
6709,cellular,6,may,138.0,3,-1,-1,0,unknown,no
6710,cellular,6,may,98.0,2,-1,-1,0,unknown,no
6711,cellular,6,may,186.0,2,-1,-1,0,unknown,no
6712,cellular,6,may,135.0,2,289,289,1,failure,no
6713,cellular,6,may,1131.0,2,-1,-1,0,unknown,no
6714,cellular,6,may,156.0,2,169,169,1,failure,no
6715,cellular,6,may,519.0,2,166,166,5,failure,yes
6716,cellular,6,may,343.0,2,-1,-1,0,unknown,no
6717,cellular,6,may,64.0,1,343,343,2,failure,no
6718,cellular,6,may,903.0,2,355,355,1,other,no
6719,cellular,6,may,106.0,1,-1,-1,0,unknown,no
6720,cellular,6,may,459.0,4,-1,-1,0,unknown,no
6721,cellular,20,nov,217.0,1,-1,-1,0,unknown,no
6722,cellular,28,aug,210.0,3,-1,-1,0,unknown,no
6723,cellular,28,aug,71.0,4,-1,-1,0,unknown,no
6724,cellular,6,may,100.0,1,169,169,12,other,no
6725,cellular,6,may,47.0,1,-1,-1,0,unknown,no
6726,cellular,6,may,161.0,1,-1,-1,0,unknown,no
6727,cellular,28,aug,137.0,8,-1,-1,0,unknown,no
6728,cellular,28,aug,30.0,16,-1,-1,0,unknown,no
6729,cellular,6,may,45.0,2,169,169,2,failure,no
6730,cellular,6,may,197.0,1,282,282,3,failure,no
6731,cellular,28,aug,102.0,4,-1,-1,0,unknown,no
6732,cellular,6,may,179.0,2,-1,-1,0,unknown,no
6733,cellular,6,may,687.0,2,343,343,1,failure,yes
6734,cellular,6,may,554.0,2,356,356,1,failure,yes
6735,cellular,28,aug,86.0,10,-1,-1,0,unknown,no
6736,cellular,28,aug,271.0,4,-1,-1,0,unknown,no
6737,cellular,6,may,37.0,1,-1,-1,0,unknown,no
6738,cellular,6,may,72.0,1,-1,-1,0,unknown,no
6739,cellular,6,may,254.0,1,267,267,4,failure,no
6740,cellular,28,aug,60.0,2,-1,-1,0,unknown,no
6741,cellular,6,may,204.0,1,-1,-1,0,unknown,no
6742,cellular,6,may,451.0,1,350,350,1,other,no
6743,cellular,6,may,428.0,1,-1,-1,0,unknown,no
6744,cellular,6,may,289.0,1,-1,-1,0,unknown,no
6745,cellular,6,may,317.0,1,363,363,1,failure,no
6746,cellular,6,may,153.0,1,-1,-1,0,unknown,no
6747,cellular,6,may,108.0,1,-1,-1,0,unknown,no
6748,cellular,6,may,150.0,1,-1,-1,0,unknown,no
6749,cellular,6,may,445.0,1,258,258,2,failure,yes
6750,cellular,6,may,123.0,1,-1,-1,0,unknown,no
6751,cellular,6,may,176.0,1,-1,-1,0,unknown,no
6752,cellular,20,apr,136.0,3,-1,-1,0,unknown,no
6753,telephone,6,may,92.0,3,362,362,4,other,no
6754,cellular,6,may,728.0,1,-1,-1,0,unknown,no
6755,cellular,6,may,127.0,2,254,254,23,other,no
6756,cellular,28,aug,144.0,4,-1,-1,0,unknown,no
6757,telephone,20,apr,7.0,5,-1,-1,0,unknown,no
6758,cellular,6,may,116.0,2,363,363,1,failure,no
6759,cellular,6,may,110.0,2,359,359,2,failure,no
6760,cellular,6,may,92.0,2,250,250,2,failure,no
6761,cellular,28,aug,94.0,6,-1,-1,0,unknown,no
6762,cellular,6,may,147.0,1,-1,-1,0,unknown,no
6763,cellular,28,aug,74.0,6,-1,-1,0,unknown,no
6764,cellular,6,may,911.0,1,336,336,2,failure,no
6765,cellular,6,may,321.0,1,-1,-1,0,unknown,no
6766,cellular,6,may,90.0,1,-1,-1,0,unknown,no
6767,cellular,6,may,317.0,1,169,169,2,failure,no
6768,cellular,6,may,138.0,2,-1,-1,0,unknown,no
6769,cellular,6,may,550.0,1,-1,-1,0,unknown,yes
6770,cellular,6,may,811.0,1,334,334,3,other,no
6771,cellular,6,may,184.0,1,-1,-1,0,unknown,no
6772,cellular,6,may,182.0,2,355,355,1,failure,no
6773,cellular,6,may,118.0,1,260,260,3,failure,no
6774,cellular,6,may,79.0,2,166,166,7,failure,no
6775,cellular,28,aug,82.0,7,-1,-1,0,unknown,no
6776,cellular,6,may,138.0,1,-1,-1,0,unknown,no
6777,cellular,6,may,482.0,2,-1,-1,0,unknown,no
6778,cellular,6,may,654.0,1,-1,-1,0,unknown,no
6779,cellular,6,may,198.0,2,170,170,2,failure,no
6780,cellular,6,may,145.0,1,-1,-1,0,unknown,no
6781,cellular,6,may,207.0,1,363,363,2,failure,no
6782,cellular,6,may,175.0,1,322,322,3,failure,no
6783,cellular,20,apr,529.0,3,-1,-1,0,unknown,no
6784,cellular,6,may,311.0,1,169,169,2,success,no
6785,cellular,6,may,230.0,1,-1,-1,0,unknown,no
6786,cellular,6,may,323.0,2,-1,-1,0,unknown,no
6787,cellular,6,may,125.0,2,-1,-1,0,unknown,no
6788,cellular,6,may,174.0,3,-1,-1,0,unknown,no
6789,cellular,6,may,89.0,1,344,344,1,failure,no
6790,cellular,6,may,74.0,2,167,167,4,failure,no
6791,cellular,6,may,150.0,1,-1,-1,0,unknown,no
6792,cellular,20,nov,128.0,5,-1,-1,0,unknown,no
6793,cellular,6,may,540.0,1,-1,-1,0,unknown,yes
6794,cellular,6,may,181.0,1,-1,-1,0,unknown,no
6795,cellular,6,may,305.0,1,-1,-1,0,unknown,no
6796,cellular,6,may,139.0,1,363,363,1,other,no
6797,cellular,6,may,169.0,1,-1,-1,0,unknown,no
6798,cellular,28,aug,116.0,4,-1,-1,0,unknown,no
6799,cellular,6,may,827.0,1,329,329,9,failure,no
6800,cellular,28,aug,150.0,14,-1,-1,0,unknown,no
6801,cellular,6,may,319.0,2,-1,-1,0,unknown,no
6802,cellular,28,aug,104.0,5,-1,-1,0,unknown,no
6803,cellular,6,may,203.0,2,334,334,2,failure,no
6804,cellular,28,aug,74.0,14,-1,-1,0,unknown,no
6805,cellular,6,may,109.0,1,315,315,20,other,no
6806,cellular,6,may,241.0,2,-1,-1,0,unknown,no
6807,cellular,6,may,210.0,2,254,254,5,failure,no
6808,cellular,6,may,113.0,1,351,351,1,other,no
6809,cellular,29,aug,59.0,4,-1,-1,0,unknown,no
6810,cellular,5,may,239.0,1,-1,-1,0,unknown,no
6811,cellular,5,may,98.0,4,-1,-1,0,unknown,no
6812,cellular,5,may,1130.0,4,-1,-1,0,unknown,no
6813,cellular,29,aug,168.0,2,-1,-1,0,unknown,no
6814,cellular,5,may,188.0,1,-1,-1,0,unknown,no
6815,cellular,5,may,136.0,2,362,362,2,other,no
6816,cellular,5,may,237.0,1,319,319,4,other,no
6817,cellular,5,may,838.0,1,-1,-1,0,unknown,yes
6818,cellular,20,nov,228.0,1,-1,-1,0,unknown,no
6819,cellular,5,may,173.0,1,-1,-1,0,unknown,no
6820,cellular,5,may,659.0,1,167,167,1,failure,no
6821,cellular,5,may,201.0,1,-1,-1,0,unknown,no
6822,cellular,5,may,143.0,1,364,364,1,failure,no
6823,telephone,29,aug,145.0,2,-1,-1,0,unknown,no
6824,cellular,5,may,39.0,1,-1,-1,0,unknown,no
6825,cellular,5,may,108.0,1,349,349,2,failure,no
6826,cellular,5,may,456.0,1,287,287,1,failure,no
6827,cellular,5,may,196.0,1,-1,-1,0,unknown,no
6828,cellular,5,may,150.0,1,-1,-1,0,unknown,no
6829,cellular,5,may,236.0,1,287,287,2,failure,no
6830,telephone,5,may,125.0,2,-1,-1,0,unknown,no
6831,cellular,29,aug,201.0,2,-1,-1,0,unknown,no
6832,cellular,5,may,147.0,1,-1,-1,0,unknown,no
6833,cellular,5,may,92.0,1,342,342,4,other,no
6834,cellular,5,may,620.0,1,-1,-1,0,unknown,no
6835,cellular,5,may,233.0,1,-1,-1,0,unknown,no
6836,cellular,5,may,131.0,1,-1,-1,0,unknown,no
6837,cellular,5,may,95.0,1,-1,-1,0,unknown,no
6838,cellular,5,may,188.0,1,-1,-1,0,unknown,no
6839,cellular,5,may,381.0,1,342,342,7,failure,no
6840,cellular,5,may,604.0,1,-1,-1,0,unknown,no
6841,cellular,5,may,1090.0,1,-1,-1,0,unknown,yes
6842,cellular,20,apr,18.0,5,-1,-1,0,unknown,no
6843,cellular,5,may,168.0,2,-1,-1,0,unknown,no
6844,cellular,5,may,46.0,1,-1,-1,0,unknown,no
6845,cellular,5,may,247.0,2,358,358,2,failure,no
6846,cellular,5,may,323.0,1,-1,-1,0,unknown,no
6847,cellular,5,may,138.0,1,-1,-1,0,unknown,no
6848,cellular,5,may,269.0,1,-1,-1,0,unknown,no
6849,cellular,5,may,400.0,1,-1,-1,0,unknown,yes
6850,cellular,5,may,500.0,1,-1,-1,0,unknown,no
6851,cellular,5,may,,1,-1,-1,0,unknown,no
6852,cellular,5,may,171.0,1,-1,-1,0,unknown,no
6853,cellular,5,may,252.0,1,-1,-1,0,unknown,no
6854,cellular,5,may,298.0,1,-1,-1,0,unknown,no
6855,cellular,5,may,718.0,1,347,347,1,failure,no
6856,cellular,29,aug,116.0,4,-1,-1,0,unknown,no
6857,cellular,5,may,84.0,1,167,167,1,failure,no
6858,cellular,5,may,159.0,6,-1,-1,0,unknown,no
6859,cellular,5,may,54.0,4,362,362,1,other,no
6860,cellular,29,aug,961.0,4,-1,-1,0,unknown,no
6861,cellular,5,may,623.0,1,-1,-1,0,unknown,no
6862,cellular,5,may,335.0,2,281,281,8,failure,no
6863,cellular,29,aug,131.0,4,-1,-1,0,unknown,no
6864,cellular,5,may,308.0,1,351,351,1,failure,no
6865,cellular,29,aug,32.0,15,-1,-1,0,unknown,no
6866,cellular,5,may,206.0,1,355,355,1,failure,no
6867,cellular,20,apr,233.0,3,-1,-1,0,unknown,no
6868,cellular,5,may,811.0,2,-1,-1,0,unknown,yes
6869,cellular,5,may,145.0,1,-1,-1,0,unknown,no
6870,cellular,29,aug,165.0,4,-1,-1,0,unknown,no
6871,cellular,5,may,442.0,2,-1,-1,0,unknown,no
6872,cellular,5,may,568.0,1,341,341,7,failure,yes
6873,cellular,5,may,259.0,1,-1,-1,0,unknown,yes
