시군명,접수일자,발견장소,상태,공고고유번호,공고시작일자,공고종료일자,품종,색상,나이,체중,성별,중성화여부,특징,보호소명,보호소전화번호,보호소도로명주소,보호소지번주소,보호소우편번호,관할기관
남양주시,20210301,월산리,종료(입양),경기-남양주-2021-00243,20210301,20210311,[개] 믹스견,흰색,2016,20,F,N,파랑색 목줄착용 조용함,남양주동물보호협회,031-591-7270,경기도 남양주시 금곡로 44,경기도 남양주시 금곡동 427-28번지 성원빌딩 1층,12237,경기도 남양주시
하남시,20210301,119당직실,종료(안락사),경기-하남-2021-00061,20210301,20210311,[개] 믹스견,흰색,2019,20,M,N,들개,하남동물병원,031-793-7802,경기도 하남시 신평로 37,경기도 하남시 덕풍동 420-35번지 하남동물병원,12978,경기도 하남시
파주시,20210301,연천군에서 적성쪽 도로,종료(입양),경기-파주-2021-00120,20210301,20210311,[개] 믹스견,흰색,2018,2.91,M,N,교통사고 난듯.. 뒷다리 양쪽모두 골절,로뎀동물병원,031-952-7576,경기도 파주시 문산읍 방촌로 1636,경기도 파주시 문산읍 문산리 133-2번지 강산설렁탕,10820,경기도 파주시
동두천시,20210228,방죽로23 동두천시청 청사 내,종료(안락사),경기-동두천-2021-00049,20210302,20210312,[개] 믹스견,검/갈,2018,6.2,M,N,흰발바닥그림 검정목줄. 양귀반접힘. 겁있음/온순함. 부정교합. 꼬리단미안됨. 털때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 양주시 남면 상수리 410-1번지,11409,경기도 동두천시
고양시,20210228,대화동 740 하수처리장 부근,종료(기증),경기-고양-2021-00162,20210302,20210312,[개] 푸들,갈색,2017,3.8,F,N,없음,고양시동물보호센터,031-962-3232,경기도 고양시 덕양구 고양대로 1695,경기도 고양시 덕양구 원흥동 471-10번지 고양시 농업기술센터 고양시동물보호센터,10563,경기도 고양시
시흥시,20210228,과림저수지길 81 부근,보호중,경기-시흥-2021-00119,20210228,20210312,[개] 보스턴 테리어,흑백,2020,7,M,N,"피부병심함(등부분),갈색털이섞임,마름",한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50,경기도 안산시 상록구 부곡동 231-5번지 한국야생동물보호협회,15301,경기도 시흥시
의정부시,20210228,시민로1 의정부시청 인근,종료(안락사),경기-의정부-2021-00050,20210302,20210312,[개] 믹스견,갈,2021,2,F,U,양귀반접힘. 짖음심함. 사람좋아함. 꼬리단미안됨. 털때탐. ,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 양주시 남면 상수리 410-1번지,11409,경기도 의정부시
평택시,20210228,팽성파출소,종료(반환),경기-평택-2021-00396,20210228,20210310,[개] 웰시 코기 펨브로크,갈색,2018,5,F,N,순함,평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86,경기도 평택시 진위면 야막리 85-4번지,17705,경기도 평택시
여주시,20210228,북내면 당우리,보호중,경기-여주-2021-00141,20210228,20210310,[개] 믹스견,검정색,2018,7,M,N,"파란색 목띠착용, 온순함",위더스 동물보호센터,031-882-4381,경기도 여주시 능서면 능서공원길 34,경기도 여주시 능서면 신지리 764-4번지,12641,경기도 여주시
안산시,20210228,사동 327-1 부근,종료(자연사),경기-안산-2021-00183,20210228,20210310,[개] 말티즈,백,2009,3,M,N,"머리큰상처,주황색옷오리그림티셔츠,",한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50,경기도 안산시 상록구 부곡동 231-5,15301,경기도 안산시
남양주시,20210228,월문리,종료(반환),경기-남양주-2021-00242,20210228,20210310,[개] 요크셔 테리어,은갈색,2009,4.3,M,N,목줄없고 나이가많음,남양주동물보호협회,031-591-7270,경기도 남양주시 금곡로 44,경기도 남양주시 금곡동 427-28번지 성원빌딩 1층,12237,경기도 남양주시
안산시,20210228,샘골로 153 부근,종료(입양),경기-안산-2021-00182,20210228,20210310,[개] 스피츠,백,2020,10,M,Y,"케이지체유기됨,케이지에이름있음,몽이,설사가심함",한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50,경기도 안산시 상록구 부곡동 231-5,15301,경기도 안산시
화성시,20210227,송산면공룡로 282-2,종료(입양),경기-화성-2021-00301,20210305,20210315,[개] 미디엄 푸들,회색,2017,4,M,U,파란색 옷을 입고있다,남양유기견보호센터,031-356-2281,경기도 화성시 남양읍 화성로 1483-27,경기도 화성시 남양읍 북양리 12-2번지,18254,경기도 화성시
연천군,20210227,군남면 청정로 2252번길~남계로62번길 일대,종료(안락사),경기-연천-2021-00057,20210302,20210312,[개] 믹스견,흰,2021,2.3,F,U,양귀반접힘. 겁많음. 소심함. 꼬리단미안됨. 털때탐. ,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 양주시 남면 상수리 410-1번지,11409,경기도 연천군
포천시,20210227,화합로 3 인근,종료(반환),경기-포천-2021-00152,20210302,20210312,[개] 알라스칸 말라뮤트,검/흰,2016,30,F,U,빨강/흰색섞인 로프 목줄 착용. 겁있음. 사람따름. 부정교합.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 양주시 남면 상수리 410-1번지 한국동물구조관리협회,11409,경기도 포천시
포천시,20210227,화합로 3 인근,종료(반환),경기-포천-2021-00151,20210302,20210312,[개] 알라스칸 말라뮤트,검/흰,2017,35,F,U,온순함. 사람좋아함. 활발함. ,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 양주시 남면 상수리 410-1번지 한국동물구조관리협회,11409,경기도 포천시
포천시,20210227,자작로 3길 102-16 인근,종료(안락사),경기-포천-2021-00150,20210302,20210312,[개] 믹스견,연갈/흰,2013,7,M,N,양귀반접힘. 눈곱. 왼눈밑 약간의 상처. 백내장. 고령/치석약간/앞니 반 부러짐. 겁많음/경계/짖음/공격적.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 양주시 남면 상수리 410-1번지 한국동물구조관리협회,11409,경기도 포천시
포천시,20210227,신북면 덕둔리24-2 인근,종료(안락사),경기-포천-2021-00148,20210302,20210312,[개] 믹스견,흰,2020,9,M,N,슈프림쓰여진 파란옷착용. 파란목줄착용. 양귀쫑긋. 활발함. 사람좋아함. ,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 양주시 남면 상수리 410-1번지 한국동물구조관리협회,11409,경기도 포천시
포천시,20210227,신북면 가채리 물어고개 일대,종료(입양),경기-포천-2021-00147,20210302,20210312,[개] 믹스견,검/흰,2021,1.8,M,N,양귀접힘. 코검정. 겁많음/방어적입질/소심. 3개월추정. ,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 양주시 남면 상수리 410-1번지 한국동물구조관리협회,11409,경기도 포천시
김포시,20210227,김포한강8로 196 인근주택가,종료(안락사),경기-김포-2021-00088,20210302,20210312,[개] 믹스견,갈/흰,2020,16,M,N,파란바탕+빨간줄목걸이. 겁있음/공격적이진 않음. 꼬리단미안됨. 털때탐. ,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 양주시 남면 상수리 410-1번지,11409,경기도 김포시
김포시,20210227,김포한강 8로 176 마산파출소 인근,종료(반환),경기-김포-2021-00087,20210302,20210312,[개] 믹스견,갈/흰,2020,8,M,N,빨간 하네스. 오른귀쫑긋/왼귀처짐. 활발함/사람좋아함. 꼬리단미안됨. 털상태 양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 양주시 남면 상수리 410-1번지,11409,경기도 김포시
포천시,20210227,정금로 473번길 18-12 인근,종료(안락사),경기-포천-2021-00149,20210302,20210312,[개] 믹스견,검/흰,2018,9.7,F,U,양귀 반접힘/뒤로 잘넘김. 코검정. 유선늘어짐/유즙나옴. 사람따름/온순.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 양주시 남면 상수리 410-1번지 한국동물구조관리협회,11409,경기도 포천시
고양시,20210227,원흥동 647-7,종료(반환),경기-고양-2021-00160,20210302,20210312,[개] 비글,"검정,흰색,황색",2011,17,M,Y,중성화,고양시동물보호센터,031-962-3232,경기도 고양시 덕양구 고양대로 1695,경기도 고양시 덕양구 원흥동 471-10번지 고양시 농업기술센터 고양시동물보호센터,10563,경기도 고양시
고양시,20210227,관산동 660-1 여래사부근,보호중,경기-고양-2021-00159,20210302,20210312,[개] 믹스견,"갈색,흰색",2020,5.7,F,N,방울달린 빨간목줄 착용,고양시동물보호센터,031-962-3232,경기도 고양시 덕양구 고양대로 1695,경기도 고양시 덕양구 원흥동 471-10번지 고양시 농업기술센터 고양시동물보호센터,10563,경기도 고양시
고양시,20210227,성사동 7단지 부근,종료(반환),경기-고양-2021-00161,20210302,20210312,[개] 보스턴 테리어,"검정, 흰색",2019,10,M,U,갈색가슴줄 착용,고양시동물보호센터,031-962-3232,경기도 고양시 덕양구 고양대로 1695,경기도 고양시 덕양구 원흥동 471-10번지 고양시 농업기술센터 고양시동물보호센터,10563,경기도 고양시
시흥시,20210227,진말로 46 부근,종료(반환),경기-시흥-2021-00115,20210227,20210311,[개] 푸들,회,2016,6.7,F,U,순함. 칩있음.,한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50,경기도 안산시 상록구 부곡동 231-5번지 한국야생동물보호협회,15301,경기도 시흥시
군포시,20210227,고산로663 부근,종료(안락사),경기-군포-2021-00010,20210227,20210311,[개] 믹스견,백갈,2017,9,F,U,경계심 있으나 순함. 말랐음. 오른쪽 눈 위에 작은상처.,군포시청,031-390-0311,경기도 군포시 청백리길 6,경기도 군포시 금정동 844번지 군포시청,15829,경기도 군포시
시흥시,20210227,죽율로 45-10 부근,종료(반환),경기-시흥-2021-00117,20210227,20210311,[고양이] 브리티시 쇼트헤어,백,2019,4,M,Y,"하늘색눈, 순함,",한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50,경기도 안산시 상록구 부곡동 231-5번지 한국야생동물보호협회,15301,경기도 시흥시
시흥시,20210227,도일로 123번길 14 부근,보호중,경기-시흥-2021-00118,20210227,20210311,[개] 프렌치 불독,갈백,2019,8,M,N,"빨간가죽목줄, 털상태지져분함,마름(등뼈가보임)",한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50,경기도 안산시 상록구 부곡동 231-5번지 한국야생동물보호협회,15301,경기도 시흥시
안산시,20210227,와동 강서고등학교 뒷편 산 아래,종료(입양),경기-안산-2021-00179,20210227,20210311,[고양이] 믹스묘,고등어줄무늬,2018,3.9,M,N,최근에 갑자기 나타남. 굉장히 순함. 노란콧물. 식욕부진,스타캣츠,031-410-3777,경기도 안산시 단원구 한양대학로 208,경기도 안산시 단원구 고잔동 730-3번지 2층 스타캣츠,15466,경기도 안산시
시흥시,20210227,동서로 287 부근,종료(입양),경기-시흥-2021-00116,20210227,20210311,[개] 치와와,갈백,2019,4,F,U,비만. 순함.,한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50,경기도 안산시 상록구 부곡동 231-5번지 한국야생동물보호협회,15301,경기도 시흥시
남양주시,20210227,구암리,종료(입양),경기-남양주-2021-00240,20210228,20210310,[개] 믹스견,흰색,2021,1.2,M,N,어린강아지임,남양주동물보호협회,031-591-7270,경기도 남양주시 금곡로 44,경기도 남양주시 금곡동 427-28번지 성원빌딩 1층,12237,경기도 남양주시
남양주시,20210227,구암리,종료(입양),경기-남양주-2021-00239,20210228,20210310,[개] 믹스견,흰색,2017,3.5,F,N,체구가작고 온순함,남양주동물보호협회,031-591-7270,경기도 남양주시 금곡로 44,경기도 남양주시 금곡동 427-28번지 성원빌딩 1층,12237,경기도 남양주시
남양주시,20210227,구암리,종료(입양),경기-남양주-2021-00241,20210228,20210310,[개] 믹스견,흰색,2021,1,M,N,어린강아지임,남양주동물보호협회,031-591-7270,경기도 남양주시 금곡로 44,경기도 남양주시 금곡동 427-28번지 성원빌딩 1층,12237,경기도 남양주시
안산시,20210227,와동 786-9 부근,종료(반환),경기-안산-2021-00180,20210227,20210309,[개] 푸들,갈,2014,1.9,F,U,"마름,안질환,전체미용",한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50,경기도 안산시 상록구 부곡동 231-5,15301,경기도 안산시
평택시,20210227,백봉길 2,종료(안락사),경기-평택-2021-00395,20210227,20210309,[개] 믹스견,갈색,2013,20,M,N,기립불능,평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86,경기도 평택시 진위면 야막리 85-4번지,17705,경기도 평택시
평택시,20210227,객사리 60,종료(자연사),경기-평택-2021-00393,20210227,20210309,[개] 말티즈,흰색,2014,2.7,F,N,순함,평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86,경기도 평택시 진위면 야막리 85-4번지,17705,경기도 평택시
평택시,20210227,삼봉로 30,종료(안락사),경기-평택-2021-00392,20210227,20210309,[개] 믹스견,검정,2020,4.7,F,N,경계함,평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86,경기도 평택시 진위면 야막리 85-4번지,17705,경기도 평택시
평택시,20210227,삼봉로 30,종료(안락사),경기-평택-2021-00391,20210227,20210309,[개] 믹스견,검정,2019,5,F,N,경계함,평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86,경기도 평택시 진위면 야막리 85-4번지,17705,경기도 평택시
평택시,20210227,용이동푸르지오,종료(입양),경기-평택-2021-00394,20210227,20210309,[개] 포메라니안,흰색,2018,4.1,F,N,순함,평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86,경기도 평택시 진위면 야막리 85-4번지,17705,경기도 평택시
평택시,20210227,신장동 346-5,종료(안락사),경기-평택-2021-00390,20210227,20210309,[개] 믹스견,"흰,검정",2020,8.3,M,U,6개월추정,평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86,경기도 평택시 진위면 야막리 85-4번지,17705,경기도 평택시
성남시,20210227,서현동234,종료(입양),경기-성남-2021-00093,20210227,20210309,[개] 풍산견,백색,2021,17,M,N,"8개월 추정, 다리부상, 기흉, 파랑색목중 착용.",펫토피아동물병원,031-714-8392,경기도 성남시 분당구 불정로 266,경기도 성남시 분당구 수내동 87-1번지 유신제일조합,13601,경기도 성남시
이천시,20210227,부발읍 가산리,종료(자연사),경기-이천-2021-00126,20210227,20210309,[개] 믹스견,흰색,2021,2,F,N,매우온순함,위더스 동물보호센터,031-882-4381,경기도 여주시 능서면 능서공원길 34,경기도 여주시 능서면 신지리 764-4번지,12641,경기도 이천시
안산시,20210227,고잔동 671 부근,보호중,경기-안산-2021-00181,20210227,20210309,[개] 믹스견,백,2021,12,F,U,"7개월추정,순함",한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50,경기도 안산시 상록구 부곡동 231-5,15301,경기도 안산시
여주시,20210227,점동면 점동로 삼합지낚시터 인근,종료(자연사),경기-여주-2021-00138,20210227,20210309,[개] 믹스견,황색,2021,1.9,F,N,매우온순함,위더스 동물보호센터,031-882-4381,경기도 여주시 능서면 능서공원길 34,경기도 여주시 능서면 신지리 764-4번지,12641,경기도 여주시
여주시,20210227,대신면 하림리,종료(자연사),경기-여주-2021-00139,20210227,20210309,[개] 믹스견,흰색,2021,3.5,M,N,"겁이다소 있으나, 온순함",위더스 동물보호센터,031-882-4381,경기도 여주시 능서면 능서공원길 34,경기도 여주시 능서면 신지리 764-4번지,12641,경기도 여주시
여주시,20210227,대신면 옥촌1길,종료(자연사),경기-여주-2021-00140,20210227,20210309,[개] 시베리안 허스키,"크림색, 검정색",2016,23,M,N,"빨간색 목띠 착용, 온순함",위더스 동물보호센터,031-882-4381,경기도 여주시 능서면 능서공원길 34,경기도 여주시 능서면 신지리 764-4번지,12641,경기도 여주시
하남시,20210227,초일로166,종료(방사),경기-하남-2021-00059,20210227,20210309,[고양이] 한국 고양이,고등어,2020,4,M,N,사고,하남동물병원,031-793-7802,경기도 하남시 신평로 37,경기도 하남시 덕풍동 420-35번지 하남동물병원,12978,경기도 하남시
이천시,20210227,설성면 설성로 다사랑요양원,종료(자연사),경기-이천-2021-00117,20210227,20210309,[개] 믹스견,흰색,2020,9.5,M,N,"겁이다소 있으나, 온순함",위더스 동물보호센터,031-882-4381,경기도 여주시 능서면 능서공원길 34,경기도 여주시 능서면 신지리 764-4번지,12641,경기도 이천시
이천시,20210227,장호원읍 이황리,종료(입양),경기-이천-2021-00118,20210227,20210309,[개] 비숑 프리제,크림색,2018,4.5,M,N,온순함,위더스 동물보호센터,031-882-4381,경기도 여주시 능서면 능서공원길 34,경기도 여주시 능서면 신지리 764-4번지,12641,경기도 이천시
이천시,20210227,신둔면 지석리,보호중,경기-이천-2021-00119,20210227,20210309,[개] 믹스견,크림색,2018,8.5,M,N,"겁이다소 있으나, 온순함",위더스 동물보호센터,031-882-4381,경기도 여주시 능서면 능서공원길 34,경기도 여주시 능서면 신지리 764-4번지,12641,경기도 이천시
이천시,20210227,호법면 유산리 야우내안애아파트,종료(자연사),경기-이천-2021-00120,20210227,20210309,[개] 믹스견,검정색,2019,6,F,N,온순함,위더스 동물보호센터,031-882-4381,경기도 여주시 능서면 능서공원길 34,경기도 여주시 능서면 신지리 764-4번지,12641,경기도 이천시
이천시,20210227,부발읍 가산리,종료(자연사),경기-이천-2021-00121,20210227,20210309,[개] 믹스견,연갈색,2021,1.7,M,N,매우온순함,위더스 동물보호센터,031-882-4381,경기도 여주시 능서면 능서공원길 34,경기도 여주시 능서면 신지리 764-4번지,12641,경기도 이천시
평택시,20210227,청북 119,종료(안락사),경기-평택-2021-00389,20210227,20210309,[개] 믹스견,갈색,2020,10.5,M,N,6개월추정,평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86,경기도 평택시 진위면 야막리 85-4번지,17705,경기도 평택시
이천시,20210227,부발읍 가산리,종료(입양),경기-이천-2021-00123,20210227,20210309,[개] 믹스견,검정색,2021,1.4,F,N,매우온순함,위더스 동물보호센터,031-882-4381,경기도 여주시 능서면 능서공원길 34,경기도 여주시 능서면 신지리 764-4번지,12641,경기도 이천시
이천시,20210227,부발읍 가산리,종료(자연사),경기-이천-2021-00124,20210227,20210309,[개] 믹스견,흰색,2021,2.2,F,N,매우온순함,위더스 동물보호센터,031-882-4381,경기도 여주시 능서면 능서공원길 34,경기도 여주시 능서면 신지리 764-4번지,12641,경기도 이천시
이천시,20210227,부발읍 가산리,종료(자연사),경기-이천-2021-00125,20210227,20210309,[개] 믹스견,흰색,2021,2.3,M,N,매우온순함,위더스 동물보호센터,031-882-4381,경기도 여주시 능서면 능서공원길 34,경기도 여주시 능서면 신지리 764-4번지,12641,경기도 이천시
이천시,20210227,부발읍 가산리,종료(자연사),경기-이천-2021-00127,20210227,20210309,[개] 믹스견,흰색,2021,1.9,F,N,매우온순함,위더스 동물보호센터,031-882-4381,경기도 여주시 능서면 능서공원길 34,경기도 여주시 능서면 신지리 764-4번지,12641,경기도 이천시
광주시,20210227,광주시 경안동 일대,종료(반환),경기-광주-2021-00098,20210227,20210309,[개] 말티즈,흰색,2015,3,F,N,"2-38, 칩있음, 털이 좀 엉킨 상태, 예쁘고 착한 아이",광주TNR동물병원초월,031-798-7581,경기도 광주시 초월읍 현산로385번길 74-12,경기도 광주시 초월읍 지월리 713-2번지,12728,경기도 광주시
여주시,20210227,점동면 점동로 삼합지낚시터 인근,종료(자연사),경기-여주-2021-00137,20210227,20210309,[개] 진도견,황색,2017,23,F,N,"빨간 목띠 착용, 매우온순함",위더스 동물보호센터,031-882-4381,경기도 여주시 능서면 능서공원길 34,경기도 여주시 능서면 신지리 764-4번지,12641,경기도 여주시
성남시,20210227,수정구청,종료(입양),경기-성남-2021-00094,20210227,20210309,[개] 말티즈,백색,2018,2.8,M,N,마름.,펫토피아동물병원,031-714-8392,경기도 성남시 분당구 불정로 266,경기도 성남시 분당구 수내동 87-1번지 유신제일조합,13601,경기도 성남시
성남시,20210227,구미동92,종료(반환),경기-성남-2021-00095,20210227,20210309,[개] 믹스견,갈색,2014,13.8,M,N,"송곳니 치석심함, 칩있음",펫토피아동물병원,031-714-8392,경기도 성남시 분당구 불정로 266,경기도 성남시 분당구 수내동 87-1번지 유신제일조합,13601,경기도 성남시
부천시,20210227,양지로176번길8-3,종료(반환),경기-부천-2021-00112,20210227,20210309,[개] 골든 리트리버,골드,2016,40,F,N,푸들한마리와 함께 도로 배회. 순하고 얌전함. 관리되어있음.,가나동물병원,032-665-0075,경기도 부천시 경인로 72,경기도 부천시 송내동 393-1번지,14728,경기도 부천시
이천시,20210227,부발읍 가산리,종료(자연사),경기-이천-2021-00122,20210227,20210309,[개] 믹스견,크림색,2021,1.8,M,N,매우온순함,위더스 동물보호센터,031-882-4381,경기도 여주시 능서면 능서공원길 34,경기도 여주시 능서면 신지리 764-4번지,12641,경기도 이천시
평택시,20210227,안정리 부대,종료(입양),경기-평택-2021-00388,20210227,20210309,[개] 푸들,흰색,2017,2.8,M,N,말랏음,평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86,경기도 평택시 진위면 야막리 85-4번지,17705,경기도 평택시
부천시,20210227,양지로176번길8-3,종료(반환),경기-부천-2021-00113,20210227,20210309,[개] 푸들,갈색,2017,4.7,F,N,리트리버(공고번호00112)와함께 도로 배회. 부분미용한지 얼마 안되어보임. 얌전함.,가나동물병원,032-665-0075,경기도 부천시 경인로 72,경기도 부천시 송내동 393-1번지,14728,경기도 부천시
화성시,20210226,봉담읍 상리 알파문구 옆 밭,보호중,경기-화성-2021-00260,20210305,20210315,[개] 믹스견,갈색,2021,3,M,N,한달도 안되보인다. 주둥이랑 귀가 검다,남양유기견보호센터,031-356-2281,경기도 화성시 남양읍 화성로 1483-27,경기도 화성시 남양읍 북양리 12-2번지,18254,경기도 화성시
화성시,20210226,봉담읍 상리 알파문구 옆 밭,보호중,경기-화성-2021-00263,20210305,20210315,[개] 믹스견,갈색,2021,8,M,N,닥스훈트느낌이난다. 새끼3마리랑 같이 들어옴,남양유기견보호센터,031-356-2281,경기도 화성시 남양읍 화성로 1483-27,경기도 화성시 남양읍 북양리 12-2번지,18254,경기도 화성시
화성시,20210226,봉담읍 상리 알파문구 옆 밭,보호중,경기-화성-2021-00262,20210305,20210315,[개] 믹스견,갈색,2021,3,M,N,"전체적으로 갈색, 다리는 흰색이며 주둥이와 귀가 검다",남양유기견보호센터,031-356-2281,경기도 화성시 남양읍 화성로 1483-27,경기도 화성시 남양읍 북양리 12-2번지,18254,경기도 화성시
화성시,20210226,봉담읍 상리 알파문구 옆 밭,보호중,경기-화성-2021-00261,20210305,20210315,[개] 믹스견,갈색,2021,3,M,N,"포동포동하고 너무귀엽다 흰색장갑을낀모양,귀와주둥이가 검다",남양유기견보호센터,031-356-2281,경기도 화성시 남양읍 화성로 1483-27,경기도 화성시 남양읍 북양리 12-2번지,18254,경기도 화성시
화성시,20210226,팔탄면 고주리 19-1,종료(자연사),경기-화성-2021-00265,20210305,20210315,[개] 믹스견,갈색,2021,4,F,N,"새끼강아지 , 순하고 시골강아지느낌",남양유기견보호센터,031-356-2281,경기도 화성시 남양읍 화성로 1483-27,경기도 화성시 남양읍 북양리 12-2번지,18254,경기도 화성시
양주시,20210226,백석읍 복지리 99-2 태영아파트 102동 일대,종료(안락사),경기-양주-2021-00102,20210302,20210312,[개] 믹스견,흰/갈,2021,6,F,U,양귀반접힘. 눈물자국 약간. 코검정+분홍. 양후지며느리발톱. 겁약간/사람좋아함/얌전. 4개월추정.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 양주시 남면 상수리 410-1번지,11409,경기도 양주시
양주시,20210226,백석읍 복지리 99-2 태영아파트 102동 일대,종료(안락사),경기-양주-2021-00103,20210302,20210312,[개] 믹스견,갈/흰,2019,16,F,U,초록색목줄착용. 양귀쫑긋. 코검정. 유선늘어짐. 모유나옴. 사람좋아함. 온순함. ,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 양주시 남면 상수리 410-1번지,11409,경기도 양주시
양주시,20210226,백석읍 복지리 99-2 태영아파트 102동 일대,종료(안락사),경기-양주-2021-00101,20210302,20210312,[개] 믹스견,검/흰,2021,7.7,M,N,양귀반접힘. 코검정. 양후지 며느리발톱(좌후지 2개). 겁약간/사람따름/얌전. 4개월추정.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 양주시 남면 상수리 410-1번지,11409,경기도 양주시
안성시,20210226,가사동 이화자동차,종료(입양),경기-안성-2021-00137,20210302,20210312,[개] 믹스견,검정/갈색,2021,2.5,F,N,없음,이성준동물병원,031-673-5858,경기도 안성시 중앙로 431-1,경기도 안성시 봉남동 326-2번지,17590,경기도 안성시
안성시,20210226,동문리길 17-8,종료(자연사),경기-안성-2021-00141,20210302,20210312,[개] 믹스견,갈색,2021,2,M,N,없음,이성준동물병원,031-673-5858,경기도 안성시 중앙로 431-1,경기도 안성시 봉남동 326-2번지,17590,경기도 안성시
안성시,20210226,가사동 이화자동차,종료(안락사),경기-안성-2021-00136,20210302,20210312,[개] 믹스견,크림/하양,2020,16,F,N,연구색 목걸이,이성준동물병원,031-673-5858,경기도 안성시 중앙로 431-1,경기도 안성시 봉남동 326-2번지,17590,경기도 안성시
안성시,20210226,가사동 이화자동차,종료(자연사),경기-안성-2021-00138,20210302,20210312,[개] 믹스견,하양,2021,2.56,M,N,없음,이성준동물병원,031-673-5858,경기도 안성시 중앙로 431-1,경기도 안성시 봉남동 326-2번지,17590,경기도 안성시
안성시,20210226,가사동 이화자동차,종료(안락사),경기-안성-2021-00139,20210302,20210312,[개] 믹스견,하양,2021,2.7,F,N,없음,이성준동물병원,031-673-5858,경기도 안성시 중앙로 431-1,경기도 안성시 봉남동 326-2번지,17590,경기도 안성시
안성시,20210226,동문리길 17-8,종료(안락사),경기-안성-2021-00140,20210302,20210312,[개] 믹스견,검정,2021,1.62,M,N,상동,이성준동물병원,031-673-5858,경기도 안성시 중앙로 431-1,경기도 안성시 봉남동 326-2번지,17590,경기도 안성시
안성시,20210226,아트홀 부근,종료(반환),경기-안성-2021-00142,20210302,20210312,[개] 요크셔 테리어,은색,2020,1.94,M,Y,없음,이성준동물병원,031-673-5858,경기도 안성시 중앙로 431-1,경기도 안성시 봉남동 326-2번지,17590,경기도 안성시
양주시,20210226,백석읍 복지리 99-2 태영아파트 102동 일대,종료(안락사),경기-양주-2021-00099,20210302,20210312,[개] 믹스견,갈/흰,2021,7.2,M,N,양귀반접힘. 눈곱약간. 코주황+검정. 양&#55002;; 며느리발톱. 사람따름/얌전함. 4개월추정. ,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 양주시 남면 상수리 410-1번지,11409,경기도 양주시
양주시,20210226,백석읍 복지리 99-2 태영아파트 102동 일대,종료(안락사),경기-양주-2021-00100,20210302,20210312,[개] 믹스견,검/흰,2021,6.3,F,U,양귀반접힘. 코검정. 양후지 며느리발톱. 겁약간/사람따름/얌전함. 4개월추정. ,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 양주시 남면 상수리 410-1번지,11409,경기도 양주시
고양시,20210226,주엽동 문촌마을4단지,종료(자연사),경기-고양-2021-00158,20210302,20210312,[고양이] 한국 고양이,검정,2019,3.3,Q,Y,중성화,고양시동물보호센터,031-962-3232,경기도 고양시 덕양구 고양대로 1695,경기도 고양시 덕양구 원흥동 471-10번지 고양시 농업기술센터 고양시동물보호센터,10563,경기도 고양시
